country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,X
Germany,R,30000000,2007,11,7.1,2.35,0,1729
France,Not Rated,24000000,2014,919,2,2.35,0,1730
Switzerland,,30000000,2014,903,5.7,2.35,6000,1731
Russia,,30000000,2015,35,4.1,,161,1732
Italy,R,30000000,2002,794,6.7,1.85,447,1733
USA,R,19000000,2016,4000,7.5,1.85,13000,1734
USA,PG-13,29000000,2015,1000,6.5,1.85,40000,1735
USA,PG-13,28000000,2005,405,7.9,2.39,11000,1736
USA,TV-14,,,641,7.6,16,12000,1737
USA,PG-13,30000000,2000,869,6.4,1.85,0,1738
UK,PG,29000000,1997,409,5.8,1.85,0,1739
USA,R,35000000,2008,1000,7.7,2.35,0,1740
USA,R,29000000,2002,147,7.1,2.35,3000,1741
Germany,PG-13,29000000,2002,719,5.3,1.85,201,1742
USA,R,29000000,2016,779,5.3,1.85,0,1743
UK,PG,29000000,1987,427,7.5,2.35,0,1744
USA,R,28000000,1999,1000,6.9,2.35,209,1745
Romania,R,12000000,2004,857,4.9,1.85,0,1746
USA,R,29000000,2005,948,7.1,2.35,0,1747
USA,G,28000000,1992,2000,8,1.33,0,1748
USA,R,28000000,2015,427,7.9,2.35,76000,1749
USA,PG,28000000,1984,429,7.6,2.35,0,1750
USA,G,24000000,1998,503,5.9,1.85,418,1751
USA,R,60000000,2001,2000,6.3,2.35,0,1752
UK,PG-13,29000000,2016,183,7.1,2.35,0,1753
USA,R,29000000,2003,4000,6.4,1.78,0,1754
USA,R,28000000,1988,13000,8.2,2.35,25000,1755
Germany,R,28000000,2008,543,6.9,1.85,0,1756
USA,R,28000000,2015,23000,7.8,2.35,99000,1757
USA,R,30000000,2009,489,6.7,1.85,0,1758
USA,PG,28000000,2004,617,7.5,2.4,0,1759
USA,R,26000000,2004,2000,7.4,2.35,7000,1760
Germany,PG-13,35000000,2001,2000,5.2,2.35,0,1761
Japan,Not Rated,30000000,2013,59,6.5,2.35,0,1762
USA,R,21000000,2001,1000,7.6,2.35,0,1763
USA,R,30000000,2003,872,7.3,2.35,11000,1764
USA,PG-13,28000000,2013,11000,6.6,2.35,27000,1765
UK,PG,28000000,1981,402,6.8,2.35,2000,1766
USA,PG-13,28000000,2001,9,6.9,1.85,12000,1767
Canada,R,27000000,1994,655,5.8,2.35,0,1768
Germany,PG-13,28000000,2001,10000,6.6,2.35,0,1769
USA,PG-13,28000000,2013,447,6.7,2.35,23000,1770
USA,PG,28000000,1993,336,6.7,1.85,16000,1771
USA,PG,28000000,2007,763,6.3,2.35,0,1772
UK,R,30000000,2010,488,7.7,2.35,36000,1773
Germany,R,28000000,2011,579,6.1,2.35,0,1774
USA,R,28000000,2000,1000,4.9,2.35,0,1775
USA,PG,28000000,2014,7000,6.2,2.39,12000,1776
France,PG,28000000,2005,286,7.8,2.35,17000,1777
USA,R,28000000,1982,759,8.2,2.35,34000,1778
USA,R,28000000,1995,1000,6.9,2.35,0,1779
USA,PG-13,28000000,2014,194,6.2,2.35,10000,1780
USA,R,21000000,2007,327,6.9,1.85,0,1781
USA,R,28000000,2000,347,4.8,2.35,209,1782
France,G,160000000,2001,3,8,1.85,1000,1783
USA,PG-13,28000000,2006,591,5.3,1.85,0,1784
Canada,R,28000000,1999,428,6.7,2.35,913,1785
USA,PG,28000000,2010,626,5.4,1.85,0,1786
USA,PG,28000000,1997,937,5.4,1.85,517,1787
USA,R,28000000,2001,1000,4.9,2.35,0,1788
USA,R,28000000,2015,962,6.1,1.85,0,1789
USA,PG-13,28000000,2016,860,5.8,2.35,73000,1790
USA,PG-13,28000000,1997,2,7,2.35,0,1791
UK,R,27000000,2008,261,6.5,1.85,0,1792
USA,R,28000000,2013,927,6.6,2.35,36000,1793
Spain,,24000000,2006,1000,6.1,1.85,0,1794
France,PG-13,28000000,2014,727,5.7,2.35,0,1795
UK,PG,27500000,1983,303,6.6,2.35,0,1796
USA,R,30000000,2007,985,7,1.85,0,1797
USA,PG-13,30000000,2009,489,7.4,2.35,15000,1798
USA,PG-13,35000000,2008,706,5.3,1.85,464,1799
UK,PG,16000000,1984,223,7.4,1.85,845,1800
UK,R,15000000,2006,99,7.4,1.85,0,1801
USA,R,27500000,2007,15000,6.8,2.35,0,1802
USA,TV-14,,,638,7.9,16,11000,1803
USA,PG,30000000,1991,1000,7.2,2.35,0,1804
USA,PG-13,27000000,2002,482,6,2.35,0,1805
UK,PG,175000000,2016,13000,7.8,1.85,65000,1806
USA,R,27000000,1997,956,6.6,2.35,0,1807
USA,R,27000000,1980,809,7.9,1.85,14000,1808
USA,PG-13,,2008,713,6.2,1.85,894,1809
USA,PG-13,25000000,2012,773,5.7,2.35,0,1810
UK,PG-13,30000000,2002,5,7.1,2.35,0,1811
USA,R,27000000,1999,888,5.6,2.35,2000,1812
Germany,R,27000000,2006,11000,7.8,2.35,10000,1813
USA,PG,27000000,1983,826,7.9,1.85,0,1814
UK,PG-13,30000000,2011,584,6.9,2.35,15000,1815
West Germany,PG,27000000,1984,312,7.4,2.35,21000,1816
Australia,R,27000000,1998,882,7.7,2.35,14000,1817
UK,PG-13,13500000,2008,2000,6.9,2.35,0,1818
USA,,,,154,8.7,1.33,459,1819
UK,PG,25000000,1985,146,6.7,1.85,0,1820
USA,PG-13,27000000,1998,597,6,2.35,315,1821
USA,R,27000000,2009,716,6.2,2.35,0,1822
USA,R,27000000,2004,489,5.9,1.33,817,1823
USA,PG,27000000,2007,506,6.8,1.85,0,1824
USA,PG,27000000,2011,734,3.6,1.85,0,1825
USA,R,27000000,2016,698,6.7,2.35,0,1826
UK,R,28000000,2001,132,6.3,2.35,0,1827
USA,R,15000000,1999,22000,6.4,1.85,0,1828
USA,R,27000000,2004,968,6.4,2.35,2000,1829
USA,R,25000000,2008,18000,5.7,2.35,845,1830
Canada,R,23000000,2003,766,6.2,1.85,188,1831
France,,27000000,2006,4,6.6,2.35,359,1832
USA,PG,26000000,2009,402,5.2,1.85,0,1833
USA,PG,26000000,2003,528,6.1,1.85,0,1834
USA,R,26000000,2005,966,7.1,1.85,0,1835
USA,R,25000000,1998,264,7.2,2.35,0,1836
USA,R,28000000,2014,439,6.5,2.35,15000,1837
USA,PG-13,26000000,1990,394,6,1.85,0,1838
USA,R,27000000,2008,989,7,2.35,0,1839
USA,PG-13,26000000,1998,794,7,2.35,0,1840
USA,R,22000000,2003,693,7.5,2.35,0,1841
USA,R,26000000,1990,1000,6.6,2.35,0,1842
USA,TV-MA,,,547,8.8,1.33,0,1843
USA,PG,26000000,1977,232,7.4,2.35,0,1844
USA,PG-13,26000000,2005,285,6.5,2.35,0,1845
USA,R,26000000,2003,439,6.2,1.85,0,1846
UK,PG-13,26000000,2000,596,7.8,2.35,16000,1847
USA,R,26000000,2010,850,5.2,2.35,0,1848
USA,R,26000000,2013,412,6.5,2.35,43000,1849
USA,PG-13,26000000,2004,3000,6.5,1.85,736,1850
USA,PG,26000000,2002,587,5.2,1.85,874,1851
USA,PG-13,26000000,1985,130,7.2,2.35,0,1852
USA,R,26000000,2009,15000,7.1,2.35,10000,1853
USA,PG,26000000,2004,934,4.5,2.35,167,1854
USA,PG-13,56000000,2011,988,5.7,1.85,20000,1855
France,R,42000000,2001,216,6,2.35,3000,1856
USA,R,26000000,2012,570,6.4,2.35,35000,1857
USA,PG-13,26000000,2004,590,5.2,1.85,260,1858
Canada,PG-13,26000000,1994,691,4.3,2.35,319,1859
USA,R,22000000,1996,854,6.1,1.85,145,1860
USA,R,26000000,1997,638,6.3,1.85,0,1861
USA,PG-13,26000000,2001,893,6.8,1.37,826,1862
USA,PG-13,26000000,2015,980,4,1.85,0,1863
USA,PG,25530000,1996,95,5.2,2.35,504,1864
USA,PG-13,26000000,2015,543,6.5,2.35,11000,1865
UK,R,15000000,2005,430,7.5,1.85,0,1866
USA,R,30000000,2004,252,7.1,2.35,13000,1867
USA,PG-13,25000000,1993,1000,6.9,2.35,0,1868
USA,R,25000000,1988,898,8,1.85,12000,1869
USA,R,33000000,2008,601,8.2,2.35,28000,1870
USA,PG-13,25100000,2008,826,6.4,2.35,0,1871
France,PG-13,25000000,2008,816,7.9,2.35,29000,1872
USA,PG-13,26000000,2014,523,6.7,2.35,19000,1873
USA,R,25000000,1992,854,6.1,1.85,0,1874
USA,R,22000000,1993,795,8.9,1.85,41000,1875
USA,PG-13,25000000,2011,3000,8.1,1.85,75000,1876
USA,R,28000000,2013,17000,6.2,2.35,11000,1877
USA,PG,80000000,2004,2000,4.9,1.85,567,1878
Russia,,26000000,2014,65,5.4,1.85,0,1879
USA,R,30000000,2003,782,5.8,2.35,3000,1880
UK,Not Rated,,2014,213,4.7,2.35,488,1881
USA,G,30000000,2001,677,6,1.85,425,1882
USA,PG-13,25000000,2008,1000,7,1.85,0,1883
USA,PG,25000000,1991,533,6,1.85,0,1884
USA,R,25000000,1987,371,7.9,2.35,0,1885
USA,R,25000000,2007,939,8.1,2.35,21000,1886
USA,PG-13,25000000,2014,521,6.2,2.35,0,1887
UK,R,26000000,2001,1000,6.7,2.35,0,1888
UK,PG-13,25000000,2000,399,7.3,1.85,18000,1889
USA,PG-13,45000000,2003,655,4.6,1.85,660,1890
USA,PG,25000000,2012,448,6.1,1.85,0,1891
USA,R,25000000,2011,962,6.2,2.35,24000,1892
USA,R,25000000,1993,722,7.8,2.35,11000,1893
USA,R,25000000,2000,848,6.1,2.35,0,1894
UK,R,2800000,1976,139,7.6,2.35,7000,1895
Germany,R,25000000,2006,346,5.8,2.35,0,1896
USA,PG-13,25000000,2012,220,6.5,2.35,29000,1897
USA,PG,17000000,2007,11000,7.2,1.85,6000,1898
USA,PG,25000000,2004,14000,7.8,2.35,0,1899
USA,PG-13,25000000,2013,521,4.7,1.85,0,1900
USA,R,25000000,2011,798,6.8,2.35,32000,1901
USA,R,30000000,2005,812,5.9,2.35,0,1902
USA,PG-13,26000000,2004,8000,7.2,1.85,0,1903
USA,R,25000000,1990,854,8.7,1.85,25000,1904
USA,PG,26000000,2003,934,5,2.35,542,1905
USA,PG,25000000,2005,2000,6.6,2.35,0,1906
USA,R,25000000,1983,670,8.3,2.35,19000,1907
USA,R,25000000,1997,658,6.7,1.85,0,1908
China,PG-13,23000000,1987,643,7.8,2.35,0,1909
USA,R,25000000,2012,736,6.5,2.35,0,1910
USA,R,25000000,1997,635,6.1,2.35,666,1911
USA,R,25000000,2007,111,8.1,2.35,16000,1912
USA,PG,25000000,2002,535,5.2,2.35,187,1913
USA,PG,25000000,2003,503,5.6,2.35,329,1914
USA,PG-13,25000000,2002,489,5.8,1.85,0,1915
USA,PG,25000000,2005,953,6.6,2.35,0,1916
France,R,25000000,2001,888,6.6,2.35,0,1917
USA,PG-13,25000000,2008,852,5.5,2.35,0,1918
USA,PG-13,,2005,619,5.5,2.35,671,1919
USA,PG,25000000,2014,774,7,2.39,10000,1920
South Africa,PG-13,25000000,2014,11000,6.5,2.35,58000,1921
USA,PG,20000000,2003,1000,5.8,2.35,0,1922
USA,R,17000000,2003,270,5.6,2.35,0,1923
USA,R,25000000,2007,562,5.6,1.85,0,1924
USA,R,30000000,2003,618,5.8,2.35,1000,1925
USA,PG-13,25000000,2002,577,7.6,1.85,0,1926
USA,PG-13,20000000,2006,1000,6.4,1.85,0,1927
UK,PG,25000000,2007,132,6.3,1.85,0,1928
USA,PG-13,25000000,2004,543,4.6,2.35,686,1929
France,R,25500000,2013,960,6.5,2.35,0,1930
USA,PG,30000000,2007,702,7.5,2.35,18000,1931
UK,R,25000000,1998,249,7.5,1.85,0,1932
Canada,R,25000000,1998,81,5.3,1.85,0,1933
Japan,G,25000000,1970,377,7.5,2.35,0,1934
UK,PG,25000000,1997,401,3.3,1.85,0,1935
USA,R,,2011,555,5.7,1.85,0,1936
USA,PG-13,25000000,2009,713,3.5,1.85,657,1937
USA,R,25000000,1994,745,9.3,1.85,108000,1938
Australia,PG,21150000,2001,442,4.8,1.85,387,1939
USA,PG-13,27000000,1996,852,6.9,2.35,3000,1940
USA,R,25000000,2014,571,6,2.35,0,1941
USA,R,25000000,2013,11000,7.3,2.35,30000,1942
USA,G,,2005,89,6,1.85,901,1943
USA,PG-13,30000000,2005,172,6.6,1.85,0,1944
UK,PG-13,23000000,2016,732,7.5,2.35,15000,1945
USA,R,25000000,1998,14000,6.9,1.85,0,1946
USA,PG-13,25000000,1994,10000,6.8,1.85,0,1947
UK,TV-G,,,7,8.3,,834,1948
USA,PG-13,25000000,2010,861,6.3,2.35,14000,1949
USA,PG-13,25000000,2010,673,6.4,2.35,0,1950
USA,R,25000000,2010,441,5.6,1.85,10000,1951
USA,R,25000000,2007,5000,6.3,2.35,0,1952
USA,R,25000000,2002,876,7.3,2.35,0,1953
USA,R,25000000,2004,634,6.6,1.85,0,1954
Germany,PG-13,13000000,2002,444,4.6,1.85,564,1955
USA,PG,26000000,2006,839,5.1,2.35,498,1956
USA,R,25000000,1988,767,5.6,1.85,377,1957
UK,G,25000000,1996,595,5.3,2.35,246,1958
USA,PG,,2005,464,7.5,1.85,0,1959
USA,PG-13,16000000,2009,837,5.6,2.35,0,1960
USA,R,8000000,2008,664,5.9,2.35,0,1961
USA,PG-13,25000000,2000,692,4.7,1.85,378,1962
USA,R,25000000,2010,374,4.8,2.35,0,1963
USA,R,25000000,2004,155,6.8,1.85,0,1964
USA,R,25000000,1996,246,5.4,2.35,503,1965
USA,PG-13,25000000,2002,637,5.1,1.85,215,1966
UK,R,30000000,2015,154,7,2.35,43000,1967
USA,PG-13,,2007,434,6.7,2.35,0,1968
USA,PG-13,25000000,2011,936,4,1.85,0,1969
USA,R,25000000,1999,219,7.3,1.85,0,1970
USA,R,25000000,2014,466,6.8,2.35,14000,1971
UK,R,25000000,1985,246,6.1,2.35,0,1972
USA,TV-Y7,,,918,7.2,4,581,1973
USA,PG-13,25000000,2010,1000,7,2.35,0,1974
USA,PG-13,25000000,2005,947,7.1,1.85,5000,1975
Chile,PG-13,26000000,2015,499,6.9,2.35,0,1976
USA,PG-13,25000000,1986,223,7.3,2.35,19000,1977
France,,17000000,2012,20,6.3,2.35,853,1978
USA,PG-13,25000000,2011,798,8.2,2.35,77000,1979
UK,R,28000000,1996,14000,7.1,1.85,0,1980
USA,PG,25000000,1993,702,7.7,1.85,0,1981
USA,R,25000000,2008,17000,6.5,1.85,982,1982
USA,PG-13,25000000,2002,11000,4.9,2.35,261,1983
USA,PG-13,25000000,1999,151,6.4,2.35,0,1984
USA,PG-13,14000000,2012,459,5.9,2.35,17000,1985
USA,PG-13,25000000,1996,624,6.2,1.85,491,1986
USA,R,25000000,2011,826,5.8,2.35,7000,1987
USA,R,25000000,2006,252,6.7,1.85,348,1988
USA,R,17000000,1991,132,5.9,1.85,0,1989
USA,R,25000000,2009,9000,7.3,2.35,32000,1990
UK,PG,25000000,1984,54,4.8,2.35,739,1991
USA,PG-13,25000000,2005,593,4.1,2.35,206,1992
USA,R,25000000,2001,841,4.9,1.85,295,1993
New Zealand,PG-13,25000000,2005,506,7.9,2.35,11000,1994
Germany,R,33000000,2006,521,5.6,2.35,4000,1995
USA,R,25000000,1995,923,5.2,2.35,0,1996
USA,PG-13,15000000,2005,912,4.1,1.85,83,1997
Canada,R,25000000,2008,30,6.6,1.85,0,1998
USA,R,25000000,2005,595,2.9,2.35,937,1999
France,R,25000000,2011,11000,7.2,2.35,21000,2000
Canada,R,25000000,2005,1000,6.5,2.35,507,2001
USA,PG,,2012,31,6.8,,0,2002
USA,PG-13,25000000,1998,878,7.2,2.35,942,2003
UK,PG-13,25000000,2008,266,6.8,2.35,0,2004
Italy,R,13500000,2013,234,7.8,2.35,31000,2005
USA,R,20000000,2009,463,6.7,1.85,6000,2006
France,PG,,2010,749,6.1,2.35,0,2007
France,Not Rated,25000000,2010,173,7.1,2.35,0,2008
USA,R,25000000,2010,581,5.7,1.78,636,2009
France,G,25000000,2009,9,2.9,,90,2010
Russia,G,25000000,2010,15,5.2,,200,2011
USA,R,25000000,2013,11000,5.3,2.35,24000,2012
UK,R,25000000,2011,870,6.2,2.35,0,2013
Italy,G,25000000,1970,128,7.3,2.35,690,2014
China,,25000000,2014,68,6.5,2.35,0,2015
USA,PG-13,25000000,2014,535,4.1,,437,2016
USA,R,14000000,1988,17000,7.7,1.85,0,2017
France,R,25000000,2012,10000,6.1,2.35,27000,2018
USA,PG,25000000,1986,664,7.3,2.35,0,2019
USA,PG,24000000,2006,683,7.2,1.85,0,2020
USA,PG-13,105000000,2015,897,5.3,2.35,37000,2021
USA,R,24000000,1997,851,6.1,2.35,0,2022
USA,R,25000000,2016,617,5.8,2.35,0,2023
USA,PG-13,24000000,2014,807,5.7,2.35,3000,2024
USA,R,24000000,2000,2000,6.7,1.85,0,2025
USA,PG,8200000,1984,455,6.5,1.85,0,2026
USA,R,24000000,2003,909,7.2,2.35,0,2027
USA,R,24000000,1991,443,7.6,1.85,12000,2028
USA,R,24000000,1998,1000,4.6,2.35,891,2029
USA,PG,24000000,2000,854,6.9,1.85,0,2030
USA,R,24000000,2008,216,6.6,1.85,0,2031
Germany,R,24000000,2000,592,6.3,2.35,455,2032
USA,R,25000000,2009,12000,6.2,2.35,15000,2033
USA,PG-13,24000000,2001,489,5.3,2.35,204,2034
USA,R,24000000,1999,1000,7.3,1.85,0,2035
USA,PG-13,24000000,2004,989,5.6,2.35,876,2036
USA,G,24000000,1999,670,6.2,1.85,619,2037
USA,G,24000000,1978,295,5.2,1.85,0,2038
USA,PG-13,24000000,2000,957,5.3,1.85,650,2039
USA,R,24000000,1999,481,5.4,2.35,153,2040
USA,PG-13,24000000,2011,1000,4.9,1.85,0,2041
USA,R,24000000,2010,859,5.5,2.35,13000,2042
USA,PG-13,23000000,2004,5000,6.7,2.35,0,2043
USA,PG,24000000,1998,284,3.9,,839,2044
UK,G,28000000,1993,83,7.2,2.35,408,2045
UK,PG,24000000,2004,670,5.1,1.85,181,2046
USA,R,24000000,2010,854,6.5,2.35,12000,2047
Japan,PG,24000000,2004,713,8.2,1.85,13000,2048
USA,R,23600000,2009,13000,7.7,2.35,26000,2049
New Zealand,PG-13,207000000,2005,918,7.2,2.35,0,2050
USA,PG-13,20000000,1998,1000,6.1,1.85,0,2051
USA,PG,18000000,1980,504,8.8,2.35,17000,2052
USA,R,19000000,1995,345,6.8,1.85,0,2053
USA,PG-13,23000000,1991,348,6.8,1.85,0,2054
USA,R,23000000,2000,847,6.7,1.85,0,2055
USA,R,12500000,2011,22000,7.1,2.35,22000,2056
USA,R,23000000,2000,991,7.1,2.35,5000,2057
USA,PG-13,23000000,2001,551,6.1,1.85,0,2058
USA,R,23000000,2013,128,8,1.85,148000,2059
UK,PG-13,23000000,2016,732,7.5,2.35,15000,2060
USA,R,23000000,2001,81,6.6,2.35,0,2061
UK,PG,25000000,2013,228,5.4,2.35,0,2062
USA,PG-13,23000000,1999,797,6.1,2.35,638,2063
USA,PG-13,23000000,2004,143,6.1,2.35,0,2064
USA,PG-13,23000000,2000,281,5.6,1.85,153,2065
Ireland,R,23000000,2011,13000,5.8,2.35,0,2066
USA,PG-13,23000000,1987,535,2.8,2.35,0,2067
USA,PG-13,23000000,1996,22000,6.7,1.85,1000,2068
USA,PG,23000000,2008,463,5.1,2.35,376,2069
UK,R,23000000,1999,261,7.2,1.85,0,2070
USA,R,23000000,1991,1000,6,1.85,0,2071
USA,R,,2007,9000,7.2,2.35,0,2072
France,PG-13,19430000,2009,86,6.7,2.35,0,2073
Canada,R,11000000,2015,1000,6.3,2.35,0,2074
UK,R,23000000,2009,123,6.2,2.35,0,2075
USA,,,,748,6.8,,532,2076
USA,PG-13,23000000,2004,539,6.2,2.35,767,2077
China,,23000000,2009,155,6.9,2.35,765,2078
USA,PG-13,25000000,2007,25,6.8,2.35,11000,2079
USA,PG,22700000,1987,605,7.1,1.85,13000,2080
Australia,R,22500000,2014,468,7.1,2.35,18000,2081
USA,PG-13,22000000,1990,956,7,1.85,0,2082
USA,R,23000000,1998,852,7.1,1.85,0,2083
USA,PG,22000000,1994,775,6.4,1.85,0,2084
USA,G,20000000,2002,1000,7,2.35,0,2085
USA,PG,22000000,2007,941,6.2,2.35,0,2086
USA,PG-13,35000000,1995,11000,7.5,1.85,0,2087
USA,PG-13,22000000,2001,241,4.8,1.85,1000,2088
UK,PG,22000000,1982,429,8.1,2.35,12000,2089
USA,PG,22000000,2014,201,7.3,2.35,55000,2090
USA,PG-13,22000000,1995,327,5.8,1.85,0,2091
USA,PG-13,22000000,2001,912,7.6,1.85,15000,2092
USA,PG-13,22000000,2014,134,5.6,2.35,15000,2093
UK,R,22000000,2003,593,7,2.35,0,2094
USA,R,22000000,2005,561,6.6,2.35,0,2095
USA,R,21000000,2009,734,6.5,1.85,0,2096
UK,PG,22000000,1993,1000,7.4,2.35,2000,2097
USA,R,22000000,2005,489,4.6,1.85,887,2098
USA,PG-13,26000000,2013,311,6.4,2.35,0,2099
USA,PG-13,40000000,2015,1000,6,2.35,11000,2100
UK,R,,2016,104,6.4,2.35,0,2101
USA,PG-13,22000000,2001,226,5.9,1.85,739,2102
USA,PG,22000000,2012,569,6.4,2.35,0,2103
USA,R,22000000,1999,911,6.6,1.85,0,2104
USA,R,22000000,2001,1000,6.9,2.35,0,2105
USA,PG-13,126000000,2005,12000,6.9,2.35,0,2106
USA,PG-13,30000000,2001,844,5.8,2.35,804,2107
UK,PG-13,22000000,2016,17000,6.4,1.85,23000,2108
Canada,PG-13,22000000,2001,486,5.3,1.85,0,2109
USA,R,22000000,2013,11000,6.5,2.35,15000,2110
Germany,PG,22000000,2000,439,5.7,1.85,0,2111
USA,R,22000000,2004,718,6.7,2.35,0,2112
USA,PG-13,23500000,1993,826,3.9,1.85,716,2113
USA,PG-13,22000000,2001,595,4.1,1.85,158,2114
USA,G,25000000,1970,50,6.2,2.35,104,2115
USA,PG,22000000,1999,968,3.8,2.35,272,2116
France,PG-13,25000000,2015,173,5.1,2.35,0,2117
UK,R,,2004,1000,6.4,2.35,0,2118
Netherlands,R,21000000,2006,380,7.8,2.35,0,2119
France,PG-13,22000000,2005,172,7.8,2.35,11000,2120
USA,R,2000000,2012,618,6.1,2.35,0,2121
USA,PG-13,22000000,2008,875,5.8,2.35,687,2122
UK,R,22000000,2014,257,6.3,2.35,11000,2123
USA,PG,12000000,1977,85,7.7,1.85,0,2124
USA,R,22000000,2010,14000,5.4,2.35,0,2125
France,PG-13,16000000,2007,521,7.3,2.35,815,2126
USA,R,22000000,2013,820,6.8,2.35,17000,2127
USA,R,25000000,2007,896,7.3,2.35,0,2128
USA,PG-13,21500000,1996,821,6.5,1.85,758,2129
USA,R,21500000,1999,541,7.2,2.35,0,2130
Spain,PG,22000000,2013,10,6.7,2.35,0,2131
USA,R,17000000,2012,223,6.3,1.85,18000,2132
USA,PG,21000000,1982,281,5.9,2.35,0,2133
USA,R,21000000,1999,795,7.8,1.85,0,2134
USA,R,9000000,2007,557,7.4,1.85,0,2135
USA,PG,17000000,1993,219,4.8,1.85,1000,2136
USA,PG-13,21000000,2001,558,6.3,1.85,0,2137
USA,R,21000000,2012,22000,7.8,2.35,117000,2138
Germany,PG-13,21000000,2007,826,7.5,1.85,10000,2139
USA,R,,2010,912,6,1.85,0,2140
France,PG-13,21000000,2002,1000,6.8,2.35,0,2141
USA,PG-13,20000000,2008,427,6.6,2.35,0,2142
USA,R,21000000,1999,490,4.6,1.85,897,2143
USA,,3000000,,,2.9,,141,2144
USA,R,17000000,2009,472,7.1,2.35,7000,2145
USA,PG-13,21000000,2008,901,6.1,2.35,1000,2146
USA,PG-13,21000000,2002,1000,6.7,2.35,365,2147
France,R,20000000,2011,14000,7.1,2.35,24000,2148
USA,PG-13,21000000,1999,419,5.8,1.85,284,2149
USA,PG-13,21000000,2011,242,6.7,2.35,17000,2150
USA,R,35000000,1982,883,5.8,2.35,0,2151
Canada,R,31000000,1999,900,6.8,1.85,6000,2152
USA,PG,18000000,1981,783,8.5,2.35,16000,2153
USA,PG,18000000,1992,1000,6.6,1.85,0,2154
USA,PG,19400870,1977,481,7.7,2.35,0,2155
USA,PG-13,20000000,2006,1000,4.7,2.35,0,2156
USA,R,28000000,1987,901,6.4,2.35,0,2157
USA,PG-13,33000000,2003,409,5.5,2.35,800,2158
USA,R,19000000,1991,826,8.6,1.85,40000,2159
USA,PG-13,20000000,1992,619,7,1.85,0,2160
USA,R,20000000,2010,362,7.1,1.78,0,2161
USA,PG,20000000,1978,366,5.7,2.35,0,2162
USA,PG,20000000,2008,641,3.7,2.35,0,2163
USA,R,20000000,2013,960,7.5,2.35,131000,2164
USA,PG,32000000,2005,642,4.6,1.85,773,2165
USA,R,20000000,2014,830,4.9,1.85,11000,2166
USA,PG-13,20000000,2007,617,6.9,1.85,0,2167
USA,PG-13,35000000,2003,931,7.1,1.85,0,2168
USA,PG-13,18000000,1995,1000,5.8,1.85,0,2169
USA,PG-13,30000000,2004,93,7,2.35,0,2170
USA,PG-13,37000000,2004,960,5.4,1.85,0,2171
USA,R,20000000,2011,727,7.3,2.35,22000,2172
USA,PG,20000000,2003,265,7.1,1.85,0,2173
USA,PG,20000000,2010,360,5.8,2.35,10000,2174
USA,R,20000000,2013,660,8.1,2.35,83000,2175
USA,PG-13,20000000,2002,593,5.7,2.35,2000,2176
USA,PG-13,20000000,2010,907,4.4,1.85,0,2177
USA,PG-13,20000000,1990,967,7.9,1.85,16000,2178
UK,PG-13,20000000,2016,10000,7.6,2.35,51000,2179
USA,PG-13,20000000,2012,618,4.8,1.85,0,2180
USA,R,1800000,1971,165,7.8,1.85,0,2181
USA,R,20000000,2016,1000,6.7,,18000,2182
USA,PG-13,20000000,2006,869,2.7,1.85,806,2183
USA,G,20000000,2002,677,5.8,1.66,302,2184
UK,PG-13,20000000,2014,1000,7.5,2.35,22000,2185
USA,G,20000000,2003,455,5.4,1.85,227,2186
USA,PG-13,20000000,2005,392,4.1,1.85,1000,2187
USA,PG-13,20000000,2007,626,5.9,2.35,0,2188
USA,G,30000000,2000,253,6.3,1.78,347,2189
USA,R,,2009,1000,7,1.85,20000,2190
USA,PG,20000000,2015,465,6.8,2.35,33000,2191
USA,,,,378,3.5,1.85,211,2192
USA,PG-13,20000000,2007,869,2.3,1.85,0,2193
USA,R,20000000,1982,691,6.9,2.35,0,2194
USA,R,20000000,2015,168,8.1,1.85,80000,2195
USA,PG-13,22000000,2008,931,6.1,2.35,0,2196
USA,PG-13,20000000,2006,884,5,1.85,930,2197
USA,R,20000000,1998,270,5.5,1.85,0,2198
USA,PG,20000000,1991,769,6.2,1.85,0,2199
USA,PG-13,20000000,2006,2000,6.2,2.35,0,2200
USA,PG,20000000,1979,877,5.9,2.35,4000,2201
USA,R,20000000,2010,191,6.3,2.35,10000,2202
USA,PG,20000000,1997,441,6.7,2.35,0,2203
USA,PG-13,20000000,2010,401,3.5,1.85,16000,2204
France,R,25000000,2006,119,7.5,1.85,0,2205
USA,R,19800000,2014,1000,6.6,2.35,14000,2206
USA,PG-13,20000000,2008,11000,7.5,1.85,0,2207
USA,R,30000000,2004,523,7.2,2.35,0,2208
USA,R,11000000,2013,333,4.8,2.35,16000,2209
USA,R,20000000,1995,1000,6.6,2.35,0,2210
USA,PG-13,20000000,2013,881,3.5,1.85,13000,2211
USA,PG-13,20000000,1969,756,6.7,2.35,0,2212
USA,R,20000000,2008,896,7.6,1.85,10000,2213
USA,PG-13,20000000,2016,76,6.3,2.35,21000,2214
USA,R,35000000,2002,385,5.5,1.85,0,2215
USA,R,19000000,2011,651,6.3,2.35,21000,2216
USA,R,20000000,1998,481,6.5,2.35,0,2217
USA,PG-13,,2009,533,5.6,2.35,0,2218
USA,R,20000000,2010,100,6.9,2.35,0,2219
